17650,SY80,FROM HUB
102,SY80,FROM HUB
17670,SY80,FROM HUB
423,SY80,FROM HUB
420,SY80,FROM HUB
421,SY80,FROM HUB
442,SY80,FROM HUB
432,SY80,FROM HUB
14776,SY80,FROM HUB
446,SY80,FROM HUB
5088,SY80,FROM HUB
14916,SY80,FROM HUB
10800,SY80,FROM HUB
14900,SY80,FROM HUB
10802,SY80,FROM HUB
14901,SY80,FROM HUB
14902,SY80,FROM HUB
14904,SY80,FROM HUB
14905,SY80,FROM HUB
14906,SY80,FROM HUB
7032,SY80,FROM HUB
13230,SY80,FROM HUB
1125,SY80,FROM HUB
6662,SY80,FROM HUB
6659,SY80,FROM HUB
6655,SY80,FROM HUB
7862,SY80,FROM HUB
8397,SY80,FROM HUB
11470,SY80,FROM HUB
6368,SY80,FROM HUB
6372,SY80,FROM HUB
1237,SY80,FROM HUB
6679,SY80,FROM HUB
10708,SY80,FROM HUB
6685,SY80,FROM HUB
6691,SY80,FROM HUB
6696,SY80,FROM HUB
6700,SY80,FROM HUB
6706,SY80,FROM HUB
13234,SY80,FROM HUB
3675,SY80,TO HUB
18135,SY80,TO HUB
13242,SY80,TO HUB
13243,SY80,TO HUB
6703,SY80,TO HUB
6698,SY80,TO HUB
6694,SY80,TO HUB
6687,SY80,TO HUB
6684,SY80,TO HUB
6681,SY80,TO HUB
6671,SY80,TO HUB
1099,SY80,TO HUB
6375,SY80,TO HUB
6371,SY80,TO HUB
6367,SY80,TO HUB
6364,SY80,TO HUB
6361,SY80,TO HUB
8400,SY80,TO HUB
6646,SY80,TO HUB
6653,SY80,TO HUB
10815,SY80,TO HUB
7016,SY80,TO HUB
1127,SY80,TO HUB
8401,SY80,TO HUB
7008,SY80,TO HUB
7027,SY80,TO HUB
17634,SY80,TO HUB
17636,SY80,TO HUB
17637,SY80,TO HUB
17638,SY80,TO HUB
17639,SY80,TO HUB
10724,SY80,TO HUB
10726,SY80,TO HUB
447,SY80,TO HUB
6678,SY80,TO HUB
443,SY80,TO HUB
438,SY80,TO HUB
10928,SY80,TO HUB
431,SY80,TO HUB
425,SY80,TO HUB
426,SY80,TO HUB
180,SY80,TO HUB
174,SY80,TO HUB
99,SY80,TO HUB
3675,SY80,FROM HUB
7150,SY80,FROM HUB
13237,SY80,FROM HUB
13236,SY80,FROM HUB
2603,SY80,FROM HUB
9512,SY80,TO HUB
7863,SY80,TO HUB
6485,SY80,TO HUB
