stop_id,Route,Direction1,Direction2,stop_lat,stop_lon,stop_name
99,SY80,FROM HUB,TO HUB,43.049709,-76.152238,S Salina St & Washington St
174,SY80,FROM HUB,TO HUB,43.051401,-76.152211,N Salina St & W Genesee St
423,SY80,FROM HUB,TO HUB,43.051265,-76.150854,James St & N Warren St
180,SY80,FROM HUB,TO HUB,43.052394,-76.151975,E Willow St & N Salina St
426,SY80,FROM HUB,TO HUB,43.052508,-76.14826,James St & N State St
420,SY80,FROM HUB,TO HUB,43.05249,-76.148199,James St & N State St
421,SY80,FROM HUB,TO HUB,43.0535,-76.146112,James St & N Townsend St
425,SY80,FROM HUB,TO HUB,43.05367,-76.145902,James St & N Townsend St
442,SY80,FROM HUB,TO HUB,43.054215,-76.144654,James St & N McBride St
431,SY80,FROM HUB,TO HUB,43.054376,-76.144469,James St & N McBride St
432,SY80,FROM HUB,TO HUB,43.055055,-76.142962,James St & Catherine St
10928,SY80,FROM HUB,TO HUB,43.055082,-76.143012,James St & Catherine St
14776,SY80,FROM HUB,TO HUB,43.056253,-76.140517,James St & Lodi St
438,SY80,FROM HUB,TO HUB,43.05628,-76.140591,James St & Lodi St
443,SY80,FROM HUB,TO HUB,43.05729,-76.138553,James St & Highland St
5088,SY80,FROM HUB,TO HUB,43.058157,-76.136626,960 James St
6678,SY80,FROM HUB,TO HUB,43.058559,-76.135959,James St & Bryant and Stratton College
447,SY80,FROM HUB,TO HUB,43.05931,-76.134477,James St & Oak St
14916,SY80,FROM HUB,TO HUB,43.059408,-76.134699,Oak St & James St
10726,SY80,FROM HUB,TO HUB,43.06086,-76.135918,Oak St & Highland Ave
10800,SY80,FROM HUB,TO HUB,43.060734,-76.135832,Oak St & Highland Ave
10724,SY80,FROM HUB,TO HUB,43.062435,-76.136039,Oak St & Jasper St
10802,SY80,FROM HUB,TO HUB,43.063205,-76.13605,Oak St & Park St
17639,SY80,FROM HUB,TO HUB,43.063223,-76.136272,Park St & Oak St
14901,SY80,FROM HUB,TO HUB,43.063251,-76.137149,Park St & Whitwell Dr
17638,SY80,FROM HUB,TO HUB,43.06318,-76.137334,Park St & Whitwell Dr
14902,SY80,FROM HUB,TO HUB,43.063207,-76.138395,Park St & Merz Ave
17637,SY80,FROM HUB,TO HUB,43.063118,-76.138519,Park St & Merz Ave
17636,SY80,FROM HUB,TO HUB,43.063074,-76.139544,Park St & Grumbach Ave
14904,SY80,FROM HUB,TO HUB,43.063102,-76.140346,Park St & Hier Ave
14906,SY80,FROM HUB,TO HUB,43.062943,-76.143876,Park St & Butternut St
14905,SY80,FROM HUB,TO HUB,43.06304,-76.141358,Park St & Highland St
17634,SY80,FROM HUB,TO HUB,43.062977,-76.141556,Park St & Highland St
7032,SY80,FROM HUB,TO HUB,43.064017,-76.143307,Butternut St & Carbon St
7027,SY80,FROM HUB,TO HUB,43.064035,-76.143368,Butternut St & S Carbon St
13230,SY80,FROM HUB,TO HUB,43.066309,-76.143316,Butternut St & Knaul St
8401,SY80,FROM HUB,TO HUB,43.066506,-76.143377,Butternut St & Grassman Av
1125,SY80,FROM HUB,TO HUB,43.067186,-76.143314,Butternut St & 1st North St
1127,SY80,FROM HUB,TO HUB,43.06724,-76.143376,Butternut St & 1st North St
7016,SY80,FROM HUB,TO HUB,43.068314,-76.14335,Butternut St & Griffith St
6662,SY80,FROM HUB,TO HUB,43.068646,-76.143287,Butternut St & Hartley St
10815,SY80,FROM HUB,TO HUB,43.06972,-76.143347,Butternut St & 3rd Ave
6659,SY80,FROM HUB,TO HUB,43.069738,-76.143273,Butternut St & 3rd Ave
6653,SY80,FROM HUB,TO HUB,43.070338,-76.143272,Butternut St & Williston Ave
6655,SY80,FROM HUB,TO HUB,43.070848,-76.143087,Butternut St & Saile St
6646,SY80,FROM HUB,TO HUB,43.07117,-76.143037,Butternut St & Warham St
7862,SY80,FROM HUB,TO HUB,43.071922,-76.142776,Butternut St & Grant Blvd
8400,SY80,FROM HUB,TO HUB,43.072208,-76.142751,Butternut St & Grant Blvd
8397,SY80,FROM HUB,TO HUB,43.072145,-76.141714,Grant Blvd & Highland St
6361,SY80,FROM HUB,TO HUB,43.072207,-76.141109,Grant Blvd & Greenland Dr
11470,SY80,FROM HUB,TO HUB,43.072206,-76.140196,Grant Blvd & Worden Ave
6364,SY80,FROM HUB,TO HUB,43.072269,-76.139961,Grant Blvd & Worden Ave
6368,SY80,FROM HUB,TO HUB,43.072277,-76.139146,Grant Blvd & Wadsworth St
6367,SY80,FROM HUB,TO HUB,43.072322,-76.138924,Grant Blvd & Wadsworth St
6372,SY80,FROM HUB,TO HUB,43.072312,-76.137974,Grant Blvd & Woodruff Ave
6371,SY80,FROM HUB,TO HUB,43.072357,-76.137961,Grant Blvd & Woodruff Ave
6375,SY80,FROM HUB,TO HUB,43.072401,-76.137023,Grant Blvd & Mayar St
1237,SY80,FROM HUB,TO HUB,43.072347,-76.136789,Grant Blvd & Oak St
1099,SY80,FROM HUB,TO HUB,43.072427,-76.136048,Grant Blvd & Darlington Rd
6671,SY80,FROM HUB,TO HUB,43.072515,-76.134863,Grant Blvd & Kenwick Dr
6679,SY80,FROM HUB,TO HUB,43.072488,-76.134579,Grant Blvd & Dewitt St
10708,SY80,FROM HUB,TO HUB,43.072532,-76.133714,Grant Blvd & Pleasantview Ave
6681,SY80,FROM HUB,TO HUB,43.072604,-76.133455,Grant Blvd & Pleasantview Ave
6685,SY80,FROM HUB,TO HUB,43.072629,-76.131344,Grant Blvd & Woodlawn Ter
6684,SY80,FROM HUB,TO HUB,43.0727,-76.131085,Grant Blvd & Woodlawn Ter
6691,SY80,FROM HUB,TO HUB,43.07269,-76.130147,Grant Blvd & Wendell Ter
6687,SY80,FROM HUB,TO HUB,43.072762,-76.1299,Grant Blvd & Wendell Ter
6696,SY80,FROM HUB,TO HUB,43.072743,-76.128912,Grant Blvd & Brattle Rd
6694,SY80,FROM HUB,TO HUB,43.072805,-76.12864,Grant Blvd & Brattle Rd
6700,SY80,FROM HUB,TO HUB,43.072813,-76.12764,Grant Blvd & Durston Ave
6698,SY80,FROM HUB,TO HUB,43.072867,-76.127418,Grant Blvd & Durston Ave
6706,SY80,FROM HUB,TO HUB,43.072884,-76.126517,Grant Blvd & Wheaton Rd
6703,SY80,FROM HUB,TO HUB,43.072928,-76.126307,Grant Blvd & Wheaton Rd
13243,SY80,FROM HUB,TO HUB,43.072012,-76.122568,Grant Blvd & Teall Ave
13242,SY80,FROM HUB,TO HUB,43.071751,-76.121643,Grant Ter & Grant Blvd
13234,SY80,FROM HUB,TO HUB,43.071697,-76.121581,Grant Ter & Grant Blvd
18135,SY80,FROM HUB,TO HUB,43.073595,-76.121454,Shop City Rite Aid
3675,SY80,FROM HUB,TO HUB,43.07345,-76.119529,Shop City
7150,SY80,FROM HUB,TO HUB,43.077021,-76.118164,Swansea Ave & Craigie St
13237,SY80,FROM HUB,TO HUB,43.077154,-76.116843,Craigie St & Gaynor Ave
13236,SY80,FROM HUB,TO HUB,43.077189,-76.11609,Craige St & Noble Ave
2603,SY80,FROM HUB,TO HUB,43.077242,-76.115287,Craigie St & Taft Ave
9512,SY80,FROM HUB,TO HUB,43.075684,-76.114994,East Wood Homes
7863,SY80,FROM HUB,TO HUB,43.071358,-76.113681,Brick School Ter
6485,SY80,FROM HUB,TO HUB,43.068791,-76.115279,Eastwood Rd & Grant Blvd
